序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
78,参展企业,6f4fbeaaacd24d069927e2410e99678d,思科科技(北京)有限公司,"Cisco Technologies (Beijing) Co., Ltd.","展商,论坛主办方",精英合作伙伴,工业互联与智能制造,H2-B108,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
79,参展企业,073e3f9ee6ed40a3b7734ccac708828c,施耐德电气（中国）有限公司,"Schneider Electric (China) Co., Ltd.",展商,精英合作伙伴,"工业互联与智能制造,制造业,智慧城市",H1-A1125,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
80,参展企业,785cb58c4395422593b79ed45dceaf36,无限光年（上海）科技有限公司,"INF Technology (Shanghai) Co.,Ltd.",展商,精英合作伙伴,核心技术,H1-B424,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
81,参展企业,67fde7017602460586eaba1266ba249f,星环信息科技（上海）股份有限公司,"Transwarp Technology(Shanghai) Co.,Ltd.","展商,论坛主办方",精英合作伙伴,核心技术,H1-B124,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
82,参展企业,2051e39a6c644888bd041baf86689272,是石科技（平湖）有限公司,"Meta-stone Technology (Pinghu) Co., Ltd.",展商,精英合作伙伴,核心技术,H1-B1020,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
83,参展企业,ef8021e6a99c43ca8a0e12471f4427ea,智慧芽信息科技（苏州）有限公司,PatSnap Pte Ltd.,展商,精英合作伙伴,核心技术,H1-C1125,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
84,参展企业,442677dec52e4f3c99f158334efbe183,杭州深度原理科技有限责任公司,"Hangzhou Deep Principle Technology Co., Ltd","展商,论坛主办方",精英合作伙伴,核心技术,H1-D825,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
85,参展企业,80945a95057b4aed8f11a7752dd2cf09,此芯科技集团有限公司,"CIX Technology Group Co., Ltd",展商,精英合作伙伴,核心技术,H2-C620,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
86,参展企业,cdcf9d2a1fef430192b98b019777c6a2,毕马威企业咨询（中国）有限公司,KPMG Advisory (China) Limited,"展商,论坛主办方",精英合作伙伴,金融科技,L030,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
87,参展企业,f624dcee3f2a41178f23b0b38e3903e7,汇付天下有限公司,Shanghai Huifu Payment Co. Ltd,"展商,论坛主办方",精英合作伙伴,金融科技,H1-D1304,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
88,参展企业,94f59b8b27ee4715831d9b60d24cf8e6,派欧云计算（上海）有限公司,"PPIO Cloud Computing (Shanghai) Co., Ltd",展商,精英合作伙伴,核心技术,H1-C1030,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
89,参展企业,4cf816325848484897b06f86f21bffbd,浙江杭钢数字科技有限公司,Zhejiang Hanggang Digital Technology Company Limited,展商,精英合作伙伴,其他,H2-B625,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
90,参展企业,4040f532369643dc9a64f5e0fdc11e7b,浪潮集团有限公司,"Inspur Group Co., Ltd.","展商,论坛主办方",精英合作伙伴,核心技术,H1-B1017,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
91,参展企业,bc99bf9218084c07b246056d3ab1910e,百川智能科技有限公司,Baichuan AI,展商,精英合作伙伴,核心技术,H1-C825,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
92,参展企业,6027d2b2ba7a41daa0da807890958960,神州数码集团股份有限公司,"Digital China Group Co., Ltd.","展商,论坛主办方",精英合作伙伴,核心技术,H2-B118,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
93,参展企业,ab2e7933dc584e358121b52cead8abc1,芯鑫融资租赁集团股份有限公司,"Semi-Tech Leasing Group Co.,Ltd.","展商,论坛主办方",精英合作伙伴,金融科技,L086,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
94,参展企业,95b40dfe3b0a47ff8d87522f61c2f294,香港生產力促進局,The Hong Kong Productivity Council,展商,精英合作伙伴,政府/机构,H2-E104,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
95,参展企业,76798c7c8fff4a6aba8461068d26b7e0,上海光挚源投资管理有限公司,Lighthouse Capital,"展商,论坛主办方",创投生态合作伙伴,投资机构,H4-FT C015,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
96,参展企业,5661a944c67042b589a18c568cf992e8,上海国有资本投资有限公司,"Shanghai State-owned Capital Investment Co.,Ltd.","展商,论坛主办方",创投生态合作伙伴,投资机构,H4-150,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
97,参展企业,bd49e9ed14bc47159cc52cbc06a2c797,上海容易链智能科技有限公司,"Shanghai Rongyilian Intelligent Technology Co., Ltd.",展商,创投生态合作伙伴,核心技术,H4  FT B037,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
98,参展企业,9ee2717d908b47e2bf9c5f750f4b6981,上海张江科学之门科技发展有限公司,"Shanghai Zhangjiang Science Gate Technology Development Co., Ltd","展商,论坛主办方",创投生态合作伙伴,核心技术,H4  FT  D001,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
99,参展企业,f44783b2ca2449298ac304e4fc4b0ae9,上海百型智能科技有限公司,"Shanghai Baixing Intelligent Technology Co., Ltd，","展商,论坛主办方",创投生态合作伙伴,核心技术,H4 FT B038,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
100,参展企业,721c0a07c9aa491fa3e0fb58a2c56efb,北京才多对信息技术有限公司,True Talents Connect,展商,创投生态合作伙伴,核心技术,H4 FT C022,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
101,参展企业,721c0a07c9aa491fa3e0fb58a2c56efb,北京才多对信息技术有限公司,True Talents Connect,展商,创投生态合作伙伴,核心技术,H1-A111,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
102,参展企业,e19887bcf33f4b25b1da1da7ff00e34d,南通创新区产业招商有限公司,"Nantong Innovation District Industrial Investment Promotion Co., Ltd.","展商,论坛主办方",创投生态合作伙伴,政府/机构,H4 FT C020,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
103,参展企业,c6b26f5ce6144beb8cba2a00f1261e45,欧莱雅（中国）有限公司,L’Oréal Groupe,"展商,论坛主办方",创投生态合作伙伴,其他,H4 FT C007,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
104,参展企业,62d14d87e3c846e183ddd75b6a13c0ac,空中云汇(上海)网络科技有限公司,Airwallex,"展商,论坛主办方",创投生态合作伙伴,金融科技,H4 FT C008,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
105,参展企业,879209d669324307b662164fe713b453,行吟信息科技（上海）有限公司,"Xingyin Information Technology (Shanghai) Co., Ltd.","展商,论坛主办方",创投生态合作伙伴,其他,H4 FT B401,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
106,参展企业,28ead11d57a84f6eaf4579aed50e85b8,谷歌广告（上海）有限公司,Google Information Technology(China) Company Limited,"展商,论坛主办方",创投生态合作伙伴,其他,H4 FT C009,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
107,参展企业,28ead11d57a84f6eaf4579aed50e85b8,谷歌广告（上海）有限公司,Google Information Technology(China) Company Limited,"展商,论坛主办方",创投生态合作伙伴,其他,H1-C130,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
108,参展企业,aeaa81e3c3204fa984f073a9c60c043d,abYcloud ltd,abYcloud ltd,展商,FT初创项目,智慧医疗,H4-FT D004,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
109,参展企业,e6ec52dfefb343ea97cedc8aeb1953bf,AI SEMI LIMITED,AI SEMI LIMITED,展商,FT初创项目,核心技术,H4-FT A004,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
110,参展企业,367ac3a6645448bd84477a18c055d532,CHANCE ART & TECHNOLOGY PTE. LTD.,CHANCE ART & TECHNOLOGY PTE. LTD.,展商,FT初创项目,核心技术,H4-FT A012,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
111,参展企业,f62e8116814d426eaffdd2aefdf3e42f,Contexq,ContexQ Pte. Ltd.,展商,FT初创项目,金融科技,H4-FT C012,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
112,参展企业,3c3c98c54ec442dea40d3f610f9fa688,Digit Master AI Tech Co Limited,Digit Master AI Tech Co Limited,展商,FT初创项目,核心技术,H4-FT C068,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
113,参展企业,ae573cbc258a4745bc10a83f10717729,Dubrio LLC,Cerul,展商,FT初创项目,核心技术,H4-FT A016,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
114,参展企业,fe05fd68059543cba27cba1b590698e3,EVOMAP PTE. LTD.,EVOMAP PTE. LTD.,展商,FT初创项目,核心技术,H4-FT A019,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
115,参展企业,9f8f0f72487a4fd48b7749c061615475,Farmio,Farmio,展商,FT初创项目,核心技术,H4-FT C016,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
116,参展企业,ff784605d7c846ce9e63efebc3e99bab,Gamercury AI,GAMERCURY AI TECHNOLOGY PTE. LTD.,展商,FT初创项目,文娱艺术与元宇宙,H4-FT C053,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
117,参展企业,b34f1560d1dc4d899d7bd78f18aa7c7d,HooRii Technology (HK) Limited,HooRii Technology (HK) Limited,展商,FT初创项目,智能终端,H4-FT B005,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
118,参展企业,28930527429d406fa88b61f464aeae55,HyperAccel,HyperAccel,展商,FT初创项目,核心技术,H4-FT A001,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
119,参展企业,e1478f1422d84d9da2adc2302f84a67b,Hyperspace AI Ltd,Hyperspace AI Ltd,展商,FT初创项目,核心技术,H4-FT A003,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
120,参展企业,2a77d77479c141d18ed3b8569d9a4cb8,IndustrialNext,IndustrialNext,展商,FT初创项目,工业互联与智能制造,H4-FT B306,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
121,参展企业,382094feb4474226a02a31e76514d39a,Leapstack International Ltd,GCT SOLUTIONS x  LEAPSTACK,展商,FT初创项目,核心技术,H4-FT C005,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
122,参展企业,1ef1108d4b1d4fd88f20f163463a8fc7,MeetSummer Technology Limited,MEETSUMMER TECHNOLOGY LIMITED,展商,FT初创项目,智能终端,H4-FT B006,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
123,参展企业,6855281ff47047d89e9903e510e98d2e,Mira,Mira,展商,FT初创项目,智能终端,H4-FT B007,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
124,参展企业,891fd084c6f3491ea2300356ea8caf7e,Nama,Nama,展商,FT初创项目,核心技术,H4-FT C040,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
125,参展企业,b129686f8baf468db09a73d1a54773b9,PepiX™-AI大环肽药物研发,"PepiX™, The AI Path to Peptide Medicine",展商,FT初创项目,核心技术,H4-FT D002,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
126,参展企业,d81b068192f74ce5a370a33656909c19,SPREEAI,SPREEAI,展商,FT初创项目,核心技术,H4,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
127,参展企业,80b9a6198e2745a6acc8950c6a45735d,Zinc Technologies Pte Ltd,Zinc Technologies Pte Ltd,展商,FT初创项目,其他,H4-FT C067,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
128,参展企业,e8b64e47c41f4901a98a8893e5314537,上海一行万物科技有限公司,"Shanghai Acture Tech Co., Ltd.",展商,FT初创项目,核心技术,H4-FT C037,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
129,参展企业,f8501c531c164981a9bd545a9f4fda9e,上海不筹量子科技有限公司,"Shanghai Buchou Quantum Technology Co., Ltd.",展商,FT初创项目,核心技术,H4-FT D012,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
130,参展企业,f16af99188cb4df1b13acb3c9ed73d2e,上海云工涌现科技有限公司,"Shanghai Yungong Al Technology Co., Ltd.",展商,FT初创项目,"核心技术,智能终端,智慧城市",H4-FT C032,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
131,参展企业,e436957080324480883c7b85d9949b64,上海元我智能科技有限公司,"Shanghai Yuanwo Intelligence Technology Co., Ltd. ",展商,FT初创项目,核心技术,H4-FT A009,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
132,参展企业,b8102312a8c34f318ddbe87b9653fc7a,上海冰鲸科技有限公司,"ShangHai IceWhale Technology Co., Ltd.",展商,FT初创项目,智能终端,H4-FT C069,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
133,参展企业,8a2cc845d8ed46a79292f871e59e0b88,上海天码形空科技有限公司,"Shanghai Tianma Xingkong Technology Co., Ltd.",展商,FT初创项目,核心技术,H4-FT C060,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
134,参展企业,50a6cf2b6a4e4365b56892927e47bf84,上海如骋琦智能科技有限公司,"Shanghai Ruchengqi Intelligent Technology Co., Ltd.",展商,FT初创项目,文娱艺术与元宇宙,H4-FT C059,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
135,参展企业,1bad27c0f56f45fa83a992aff2965621,上海孪心医疗科技有限公司,"Shanghai Twinsmed Medical Co., Ltd.",展商,FT初创项目,智慧医疗,H4-FT C004,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
136,参展企业,eb0739243b2347e7b79b00cd5f780565,上海守扣科技有限公司,"Shanghai Shoukou Technology Co., Ltd.",展商,FT初创项目,核心技术,H4-FT C046,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
137,参展企业,8b5050419993414e814212726053ae7f,上海宏诺伊曼科技有限公司,Honor Neumann Technology (Shanghai),展商,FT初创项目,核心技术,H4-FT A020,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
138,参展企业,6b8a629f1fac4ee09fa189c0bf12b666,上海幻码跃迁量子科技有限公司,"Shanghai Huanma QudeLeap Quantum Technology Co., Ltd.",展商,FT初创项目,核心技术,H4-FT D013,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
139,参展企业,a2c0c79cce9249538c51d306f8dcd148,上海日行迹智能科技有限公司,"Shanghai Analemma Intelligence Co., Ltd.",展商,FT初创项目,核心技术,H4-FT B301,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
140,参展企业,9c7ff9eae6d848c18870b7451112e02c,上海星熠无限智能科技有限公司,"Shanghai Surspark Intelligence Technology Co., Ltd",展商,FT初创项目,核心技术,H4-FT C029,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
141,参展企业,1f65caa112844465b0c64d5a80246bf2,上海晶睿者科技有限公司,"JMuse Technologies Co., Ltd",展商,FT初创项目,核心技术,H4-FT C035,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
142,参展企业,53400a02c7cc40139a4038e09e9fc8a8,上海智启心源人工智能科技有限公司,PowerFormer.Inc,展商,FT初创项目,核心技术,H4-FT C045,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
143,参展企业,b937f367a9284e01a0ba4b1a6a239c74,上海智学星途人工智能科技有限公司,"Shanghai Zhixue Xingtu Artificial Intelligence Technology Co., Ltd.",展商,FT初创项目,人才与教育,H4-FT C074,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
